gear_type,gearbox_type,material,module,teeth,load,speed,gear_ratio,heat_treatment,surface_finish,quantity,delivery_type,price
Worm,Marine,Steel,1.5969305020426083,53,641.5102184418953,1505.1854006852866,74.69986805293941,False,Raw,5,Urgent,63784.09
Bevel,Aerospace,Stainless Steel,3.0626641983500673,192,7649.409616079778,3803.8442124858666,88.95588718420198,False,Polished,5,Urgent,116759.2
Helical,Automotive,Cast Iron,8.94759227279815,104,3431.656326945264,2900.421308000812,64.62984142744575,True,Ground,1,Normal,52003.43
Helical,Marine,Cast Iron,8.420322396294054,192,4925.229761100536,1186.1561562456636,84.08647958389199,True,Honed,1,Normal,40020.6
Helical,Automotive,Steel,1.7787927594152535,51,8373.923871539819,3276.237285846334,56.12554388791484,False,Raw,25,Urgent,40086.4
Worm,Aerospace,Stainless Steel,3.0155385103051673,155,6406.6833662715635,3847.71713922049,77.4978751827087,True,Polished,1,Urgent,145451.83
Bevel,Agricultural,Alloy Steel,7.922487539109881,187,4629.161142880947,2424.78127276445,70.81990085611787,False,Honed,10,Normal,55850.06
Spur,Industrial,Alloy Steel,5.37308408789938,136,1722.9391035539854,3764.760359620142,75.17694176534236,False,Polished,10,Normal,51712.68
Worm,Automotive,Cast Iron,7.839703285261519,72,9398.721475553408,2084.362006206709,24.20328879237676,False,Ground,100,Urgent,52485.8
Worm,Marine,Cast Iron,2.8998322449593186,177,3391.5270177589678,4903.232703061149,16.221349751800698,False,Raw,1,Urgent,66566.27
Bevel,Automotive,Alloy Steel,9.574283252532473,125,1101.4990839054044,1275.0616770110732,65.64992281102225,True,Honed,10,Normal,88992.5
Bevel,Agricultural,Alloy Steel,8.052467039199094,55,5685.0527969148625,3911.4880909885755,48.80583765634756,False,Honed,100,Normal,50325.23
Worm,Industrial,Stainless Steel,2.7770709234340725,154,4122.169932993425,3773.0500795819717,76.70134613450394,True,Honed,5,Normal,102737.6
Spur,Automotive,Alloy Steel,6.0260428061199,106,5946.060488329324,2694.2702227187892,15.503928784928354,True,Polished,50,Urgent,61646.23
Worm,Agricultural,Stainless Steel,2.0178741528663204,72,2411.946627439558,1816.6574785233186,94.82156923333842,True,Raw,50,Urgent,100273.27
Bevel,Marine,Cast Iron,4.252913336138523,18,3849.4157644278307,2284.2236474337606,70.6996746762241,False,Raw,10,Urgent,49630.25
Spur,Aerospace,Alloy Steel,6.936592316279687,135,9727.832899792142,3184.4883976443703,3.2759159601695007,False,Ground,5,Normal,59334.74
Bevel,Marine,Cast Iron,3.971149191358945,41,9371.708469469573,2698.7132045190983,58.076851330029996,True,Raw,5,Normal,50553.12
Spur,Industrial,Steel,6.910825561821711,175,8657.379263769095,3831.5467854559965,31.94937789660425,True,Honed,1,Urgent,66349.85
Helical,Marine,Steel,3.2030151819468573,124,7813.296537849667,1867.3408433251425,28.19293348897463,True,Polished,100,Urgent,55059.07
Bevel,Marine,Steel,7.490861024797603,101,1649.9417711932363,625.500671389031,90.31430286422666,True,Polished,100,Urgent,61715.4
Bevel,Marine,Alloy Steel,4.236306165279362,150,4722.612840436729,2577.416734825634,83.75891265972712,True,Raw,5,Urgent,83909.55
Worm,Marine,Cast Iron,8.114331438202935,134,7306.237580188885,1369.1576034938407,1.9458067813778293,True,Honed,5,Urgent,63713.85
Bevel,Industrial,Alloy Steel,2.230209232460322,117,2691.498901895001,3121.526597980752,18.985469613924803,True,Ground,5,Normal,102044.35
Bevel,Agricultural,Cast Iron,4.257801544170567,168,427.43471025567595,2649.5822854795865,72.23365194808416,True,Raw,100,Normal,39427.62
Helical,Automotive,Stainless Steel,5.175392083972158,103,4239.179103309681,3915.8679758456146,84.97087224503295,False,Polished,50,Normal,63958.93
Bevel,Aerospace,Alloy Steel,4.8146097205051905,104,4308.899824439399,2918.613389600436,72.0427737665506,False,Polished,10,Urgent,78568.15
Helical,Automotive,Steel,4.89785054068306,145,744.4925484807037,2210.721751987766,53.00510386050228,False,Honed,1,Urgent,66037.38
Helical,Automotive,Stainless Steel,5.0032300001056536,123,3274.094233480994,687.2943942305301,98.47313963293021,False,Raw,1,Normal,78127.57
Helical,Aerospace,Cast Iron,9.899231727093861,62,9181.270591895829,688.6927012576343,79.93068381482347,False,Honed,1,Urgent,55209.25
Helical,Industrial,Alloy Steel,2.7384139294268928,91,2577.938389672391,3237.719960143234,47.3249033081356,False,Honed,25,Urgent,78049.26
Spur,Aerospace,Cast Iron,7.917974474577439,121,5734.682190787883,4415.691165638551,58.76417212370992,False,Raw,10,Normal,29815.74
Worm,Industrial,Cast Iron,5.9660990299599215,49,4930.031604937477,2132.459462005524,5.437082040285732,False,Honed,50,Urgent,59733.57
Spur,Automotive,Alloy Steel,4.722655762988687,33,8635.045233130702,2700.8672487668305,96.50879867928678,False,Polished,100,Urgent,53805.91
Bevel,Industrial,Alloy Steel,6.70175845457738,101,6570.147413103878,2996.94136506712,36.911136224644956,True,Polished,10,Urgent,106768.75
Spur,Agricultural,Cast Iron,8.681782987898234,193,1668.4519985715467,2438.7583961336345,66.490383753132,False,Raw,1,Normal,30324.52
Spur,Aerospace,Cast Iron,5.199745275577774,179,1514.4003957512155,391.86171516813135,67.02807233469905,True,Polished,50,Normal,31459.65
Bevel,Agricultural,Stainless Steel,8.783212320649609,146,5619.123552510589,2986.7826513477276,6.637261239882096,True,Raw,10,Urgent,78047.84
Bevel,Automotive,Steel,1.844185014631449,121,560.0169873223797,771.8019920343987,27.319434553305054,False,Raw,100,Normal,40926.87
Bevel,Aerospace,Cast Iron,6.87775799793789,179,3995.9563652953993,2823.4396450116205,65.96301321218141,True,Polished,5,Normal,55402.94
Spur,Automotive,Steel,3.9986205518877687,118,4050.2096835998414,3899.348687971276,91.30359412127093,False,Polished,10,Urgent,44307.67
Spur,Agricultural,Stainless Steel,4.480437945449477,135,2043.6978999757391,126.69533585146516,78.08467043902583,True,Honed,100,Normal,60836.86
Bevel,Automotive,Steel,6.139177758138733,35,3080.0208724358695,2209.333949352343,58.43370393977479,False,Polished,5,Normal,65179.54
Worm,Aerospace,Steel,5.3192511846781505,52,3366.4875898695414,3753.8824362627024,24.01597663241043,False,Ground,1,Urgent,95201.2
Worm,Aerospace,Stainless Steel,4.43601494658869,62,216.4101316126857,2689.827411021937,94.93541193526566,False,Raw,5,Normal,98695.59
Helical,Automotive,Cast Iron,3.7749107963775823,178,8078.324895253458,1253.0033678942766,40.963169794874034,False,Raw,25,Normal,29168.42
Bevel,Aerospace,Steel,6.56483772008379,113,9578.717867225367,3518.0803158088274,15.840595994792212,True,Raw,50,Urgent,68671.31
Helical,Aerospace,Cast Iron,5.550216866466627,125,2963.738589273086,3939.014597192073,3.1422476479379164,False,Raw,5,Urgent,39460.81
Worm,Automotive,Cast Iron,3.909782129597924,182,1208.6570207600716,1876.3736511884094,95.06494470704455,False,Honed,50,Urgent,49171.61
Helical,Agricultural,Alloy Steel,2.8446491698980294,80,9540.16621753153,1557.2631907182374,78.01362339317738,True,Raw,100,Normal,64313.15
Bevel,Aerospace,Cast Iron,7.97021376367377,198,7431.455109473632,2771.176918513276,22.422047616956505,True,Honed,5,Urgent,67246.0
Bevel,Aerospace,Cast Iron,8.19743432075099,164,8922.310039649554,1890.5729161157776,15.035923046730773,False,Honed,100,Urgent,42626.18
Bevel,Aerospace,Steel,2.9240931428218238,105,3672.673898611793,4196.090963377037,95.98831008288951,False,Ground,1,Urgent,80680.98
Spur,Aerospace,Cast Iron,3.354841119201403,131,4892.216530048802,3917.345568591693,24.83835661247918,False,Polished,10,Normal,38071.43
Helical,Automotive,Cast Iron,3.152287202513382,36,9309.373090243735,1628.250733321499,46.73175853430018,False,Polished,100,Normal,40653.16
Worm,Agricultural,Alloy Steel,8.961127710188872,163,4649.569226376589,2339.1949681124365,61.474499286821846,True,Honed,5,Urgent,101182.72
Worm,Agricultural,Alloy Steel,7.967173429556654,115,6753.74340970154,4458.490742605968,7.1756607485485535,False,Ground,1,Normal,86401.09
Worm,Industrial,Steel,1.671161709249826,54,7077.508068617454,822.1454798175896,35.09889130310817,False,Raw,5,Normal,58183.11
Spur,Aerospace,Steel,8.493993548443772,70,8387.427041350507,3795.737248635546,94.42037718335808,False,Raw,25,Urgent,44575.98
Spur,Aerospace,Alloy Steel,1.3316663865321248,65,9754.272012002211,1652.3391435238275,70.33441784749677,False,Honed,50,Urgent,50013.67
Bevel,Industrial,Alloy Steel,3.2787981188471145,90,3415.5033976895115,685.4373524267291,37.410738143791264,True,Polished,5,Urgent,82353.64
Worm,Agricultural,Stainless Steel,9.270922456869535,165,2549.7634083038715,673.1964394541068,79.38128977594639,True,Honed,1,Urgent,102902.88
Spur,Marine,Cast Iron,8.778981652895885,65,869.2888969356565,1453.8079378771986,83.88149449120196,False,Ground,1,Normal,32906.59
Bevel,Marine,Steel,8.032910632521533,86,8579.721483012238,2785.5899563857233,16.026155785947413,False,Polished,10,Urgent,74922.32
Worm,Agricultural,Steel,5.117925061983247,104,2997.5307318162277,4548.66053068836,59.07284852525357,False,Raw,50,Normal,51988.36
Helical,Aerospace,Cast Iron,3.89272690918007,183,591.1666739423192,1584.6747962971604,37.308705450906785,True,Raw,100,Normal,33658.58
Bevel,Marine,Cast Iron,8.93391253786411,148,8666.177680909552,1076.2163222213517,51.17944429108792,False,Honed,10,Normal,49942.61
Spur,Automotive,Steel,6.9136668124229095,53,5148.103335640163,2445.4094378172404,47.43723438769615,False,Ground,50,Normal,32234.75
Spur,Automotive,Alloy Steel,3.659579695430141,168,8399.300725041514,867.4812118720988,50.87857867830957,True,Ground,50,Normal,50539.32
Bevel,Industrial,Alloy Steel,5.168762901689035,90,5589.371401679242,1431.2849343610035,52.67285569722879,True,Ground,5,Urgent,107644.36
Bevel,Agricultural,Cast Iron,8.933502000354572,92,3205.9245127702043,4934.493165311529,7.856385412314767,False,Ground,10,Normal,46606.02
Spur,Agricultural,Steel,9.131098924703993,69,1384.8377580460656,2834.4478194591084,18.59174021053274,True,Polished,10,Urgent,50624.29
Helical,Marine,Cast Iron,6.933718845745565,97,4427.898976427433,3941.157861171854,57.05355967235259,False,Ground,10,Normal,38049.72
Worm,Aerospace,Alloy Steel,7.593002746453305,188,362.8355216754609,1137.8695586153071,93.66745157743,True,Honed,1,Urgent,111462.12
Helical,Agricultural,Stainless Steel,1.353680499059232,118,6064.348484142694,2648.3351012058756,74.90506770595042,False,Ground,25,Urgent,82950.28
Bevel,Marine,Stainless Steel,6.441404568734693,150,4333.879903458505,2601.5921962893653,24.62567318577522,True,Raw,5,Urgent,107670.14
Helical,Marine,Alloy Steel,7.200933115338793,113,1501.0839780012143,4082.0724484448237,36.81008998201628,True,Polished,100,Urgent,80078.48
Spur,Agricultural,Cast Iron,1.1833943237220848,65,5349.321459047252,205.69988162589064,34.202630433041776,False,Polished,10,Normal,34843.22
Bevel,Marine,Stainless Steel,8.5947308916063,41,8029.015901892139,4316.35051150661,77.18215084745637,True,Honed,50,Urgent,75924.23
Worm,Industrial,Alloy Steel,9.35456510485667,76,9750.522833184294,490.015174977318,97.2474865619273,True,Raw,100,Urgent,90195.96
Spur,Industrial,Steel,3.1414280717690923,69,5320.849131033066,4591.322092338312,36.18517304226328,True,Honed,100,Urgent,42703.32
Spur,Agricultural,Cast Iron,8.612163394272681,196,1382.5545143280785,799.9137971761918,2.4613088946987967,False,Honed,50,Normal,31265.24
Worm,Aerospace,Cast Iron,6.989613244382478,48,8125.991238870573,2707.968110105321,93.75136274718157,True,Honed,5,Normal,61785.57
Worm,Industrial,Stainless Steel,6.2262623777517865,129,6988.307030921509,587.0150412620708,75.56958704348612,False,Ground,1,Urgent,123896.05
Helical,Industrial,Cast Iron,8.588133763202336,193,9544.315350787982,2291.2375425029268,83.6012134926038,True,Ground,10,Normal,43656.9
Bevel,Agricultural,Stainless Steel,3.5704948217068333,84,5398.608678061566,1566.4662965219584,21.659394880542866,False,Ground,25,Urgent,70096.59
Worm,Automotive,Stainless Steel,8.117705599181686,80,3635.3287596716445,2158.466400607853,64.92006941725886,True,Honed,1,Normal,118136.45
Worm,Marine,Alloy Steel,3.830686909013829,163,9632.117192586258,2770.6641066977177,24.038161077273656,True,Honed,5,Urgent,122983.05
Bevel,Industrial,Stainless Steel,8.087108886172665,74,5430.601356218447,2351.2493382005177,2.1501129160841526,False,Honed,10,Normal,90618.51
Worm,Automotive,Steel,5.0594860518081175,105,257.4661954515103,213.49785131328002,16.549577209052636,True,Ground,5,Normal,71180.88
Worm,Aerospace,Cast Iron,2.052509243437724,190,4789.323225568639,4330.920417602174,92.35789758956058,False,Ground,5,Urgent,58571.32
Helical,Automotive,Stainless Steel,4.433678742753914,26,123.54250623062887,565.2767132553474,22.31665717126847,False,Honed,5,Urgent,88602.26
Spur,Agricultural,Cast Iron,3.1014395047877557,186,7403.307351897286,4905.074217986033,58.92907281487991,False,Honed,5,Normal,34951.58
Spur,Aerospace,Stainless Steel,1.904783957075972,185,5702.856624230865,4271.461155403438,96.83330922501472,True,Ground,25,Urgent,83842.55
Spur,Aerospace,Alloy Steel,1.9925836158129848,41,1187.0310087049313,2850.738740172588,8.492946078495507,False,Honed,5,Normal,52986.32
Spur,Automotive,Steel,8.020642586536448,124,8148.811941744958,1301.4470519564945,80.98577724552148,False,Ground,50,Normal,44764.51
Worm,Agricultural,Cast Iron,8.932580672702208,90,5410.72864842104,522.6061661708725,60.15813514169989,False,Ground,5,Normal,55139.61
Bevel,Industrial,Alloy Steel,9.344162074892536,159,1229.1977390600252,3391.9922065077308,33.01658156274528,True,Honed,25,Urgent,103748.36
Bevel,Automotive,Cast Iron,8.685515550974092,68,1684.1076650624034,1087.3960278257327,37.06120078380994,True,Honed,5,Urgent,68423.23
Helical,Industrial,Alloy Steel,8.472016875568976,188,8238.828133521361,3692.779390964404,3.691092135132944,True,Honed,10,Urgent,85087.05
Helical,Automotive,Steel,1.619522663649454,67,3619.3200671053205,4179.290565139805,26.327688468220032,False,Raw,1,Normal,49566.68
Worm,Industrial,Stainless Steel,8.111112352495393,67,8228.851150903347,4945.929121547626,42.91665397430508,False,Raw,25,Normal,91962.35
Bevel,Automotive,Alloy Steel,8.049543936908059,164,788.0832435841446,2570.6561592175826,71.97444338294487,True,Raw,100,Urgent,83174.37
Bevel,Aerospace,Cast Iron,2.1816135469415188,20,2514.2047167116298,4875.892659760288,28.203065717863023,True,Polished,100,Normal,40900.93
Spur,Marine,Cast Iron,6.9580830874116915,33,7669.367697680113,831.6665256177711,58.450698860238205,True,Polished,10,Urgent,39311.03
Worm,Aerospace,Alloy Steel,5.072566028133534,88,6452.850997108329,4197.610317162179,73.43709401157321,False,Raw,25,Normal,70427.68
Worm,Industrial,Steel,9.100121711248637,176,3137.562738033215,1863.0298253010294,70.15455775515422,True,Honed,1,Normal,80094.33
Spur,Agricultural,Steel,7.258675261561007,135,9366.661725306469,1887.5800483007959,59.438859890059206,True,Raw,50,Normal,38537.22
Worm,Aerospace,Stainless Steel,9.55888782736827,39,2189.5557309538485,1416.372777213254,58.43894433620289,True,Polished,1,Normal,129569.43
Worm,Marine,Stainless Steel,1.944303807471793,153,8512.817737333537,949.7115888503865,72.39987964762531,True,Ground,50,Normal,92241.03
Helical,Industrial,Cast Iron,1.3654658300715385,169,6987.864328460905,2266.859155793707,34.215664443543176,False,Raw,5,Normal,32177.83
Bevel,Aerospace,Cast Iron,9.762214219844914,178,1299.0590470698598,4937.705200358158,45.571275344534094,True,Ground,10,Normal,54665.84
Worm,Automotive,Stainless Steel,1.7217294530041394,196,5595.644713145957,1716.5445173180162,96.6505191281801,True,Ground,25,Normal,108286.17
Helical,Agricultural,Stainless Steel,4.475762388192066,144,9306.085049246367,2359.3006652817803,67.19158350068808,True,Raw,50,Urgent,69610.71
Bevel,Industrial,Stainless Steel,6.849735600254993,23,6227.070884030312,1219.6713526245198,52.46932749248294,True,Ground,100,Normal,72673.49
Spur,Aerospace,Alloy Steel,8.920510060006754,174,5335.193243906809,1751.8888377522892,58.252896193720424,False,Ground,25,Urgent,62447.55
Helical,Industrial,Stainless Steel,3.2911958639253345,180,3726.599587792801,370.1917902077183,11.338449825321478,True,Raw,1,Urgent,94684.94
Helical,Automotive,Alloy Steel,1.26152390696521,74,7909.002592833131,4784.569356848265,59.606886823115126,False,Raw,5,Urgent,64866.22
Bevel,Marine,Alloy Steel,5.691581114492705,181,9139.286217448054,2598.030813534336,83.81339788567583,False,Ground,1,Urgent,108008.41
Spur,Aerospace,Stainless Steel,5.240008182450172,136,7557.836202617237,3691.4606502151305,52.83795321976601,False,Ground,50,Urgent,52401.89
Helical,Industrial,Steel,3.762038639701716,117,7279.968659484918,2615.118678582507,18.51287773878474,False,Ground,10,Urgent,60834.41
Worm,Industrial,Steel,8.865094307513044,182,2005.6546540730083,3873.9646926416276,45.372781331274915,True,Polished,50,Urgent,103024.63
Worm,Industrial,Cast Iron,7.743899544249112,199,8356.46478511745,2717.0430126570595,28.52435318896429,False,Polished,50,Normal,38425.2
Worm,Marine,Stainless Steel,8.72304744879322,159,502.8889655005489,3537.568933275632,36.614342798544506,False,Honed,100,Urgent,82703.87
Spur,Industrial,Cast Iron,2.456280635294793,109,7597.878617706098,3455.5248940588403,23.27589092818901,False,Raw,1,Urgent,44989.21
Helical,Agricultural,Stainless Steel,7.231707630463069,130,2187.6133410373905,2714.4585374398885,34.057219274379165,True,Ground,50,Urgent,82446.04
Worm,Agricultural,Cast Iron,9.775915618769716,130,4923.8865728464425,1229.87679066335,82.3481336060918,False,Ground,10,Urgent,61082.62
Spur,Industrial,Alloy Steel,6.50722502627823,163,6982.8160756111365,1138.0541068844977,76.01291029011212,False,Ground,5,Normal,59575.2
Worm,Agricultural,Stainless Steel,2.542279287659375,174,7614.876289412974,4384.095063996937,49.56337242856715,True,Polished,1,Urgent,120118.35
Bevel,Aerospace,Steel,9.96202355021321,52,8892.031017822012,691.3642547762337,78.46768170803355,True,Raw,50,Urgent,64406.87
Helical,Agricultural,Stainless Steel,5.754912234025404,133,2897.6622285190997,2840.284424178318,97.58095321379112,False,Honed,25,Urgent,71397.88
Helical,Industrial,Cast Iron,8.560531164486225,27,2320.770405982874,2562.421616755588,41.20830615085467,False,Polished,5,Normal,48938.19
Spur,Automotive,Cast Iron,2.344253026873882,133,9962.837453010663,4012.1604452144775,98.01873190794817,True,Raw,1,Normal,26791.36
Spur,Aerospace,Cast Iron,6.9948659598212926,91,2154.8258709466377,763.4240113302429,25.344708806339707,True,Ground,10,Urgent,43024.49
Helical,Marine,Cast Iron,9.213559283834774,117,6688.2593925909,3467.761190514925,95.49924399717868,True,Raw,10,Urgent,45583.14
Worm,Industrial,Cast Iron,5.788160372007454,17,9532.172445013848,3068.6705729149226,86.5789450565377,False,Polished,5,Urgent,71333.99
Worm,Marine,Cast Iron,3.59794054526324,31,8975.904271099876,3535.862931230832,20.713964986954956,False,Polished,10,Normal,66937.21
Bevel,Automotive,Steel,2.1467964516182785,195,4488.3080305297935,3144.0058540622485,35.6345067981095,False,Polished,1,Normal,66354.84
Worm,Marine,Cast Iron,3.6635019871449725,147,6412.058544026663,2856.482188522568,71.08418745497711,True,Polished,1,Urgent,95466.07
Spur,Industrial,Steel,4.193957826341721,108,5338.05320213193,4638.714417999703,19.97048723720992,False,Ground,100,Urgent,31705.76
Spur,Industrial,Stainless Steel,7.389595947068465,17,3531.89027285877,1808.4220857098196,59.47994681353148,False,Ground,1,Normal,84838.28
Worm,Automotive,Alloy Steel,2.6075926632664173,19,1529.7788004747244,1004.9694100864189,53.94590577145678,False,Polished,100,Normal,69201.69
Spur,Industrial,Steel,1.9549437014386686,25,8053.602883695149,3997.490032023988,29.895534114786038,False,Ground,50,Normal,38539.01
Helical,Automotive,Stainless Steel,4.482455869303791,142,995.3727085177899,735.4881696235956,30.75281053270293,True,Polished,10,Urgent,107500.26
Helical,Automotive,Alloy Steel,5.1278825476822405,141,6135.311075428772,3430.6407981277853,52.11451878939342,True,Honed,50,Urgent,70801.1
Worm,Industrial,Steel,6.655465469957544,33,5984.2548078554955,2792.8449905164875,30.685090761801806,True,Raw,10,Urgent,83330.32
Helical,Agricultural,Steel,7.367781711708452,96,3414.760951798283,106.28847982396334,18.845214861045523,False,Honed,100,Urgent,50222.83
Helical,Automotive,Stainless Steel,9.003499379502395,145,1440.5447192324264,1275.3250248875192,77.56251099693375,False,Ground,10,Urgent,89339.13
Bevel,Industrial,Cast Iron,3.600582089752325,189,8016.40756057284,2529.929153758448,58.59439811999579,True,Ground,10,Urgent,53163.71
Bevel,Agricultural,Steel,5.757470404227361,55,4673.051679961487,1715.6031403109212,44.32596801417558,True,Raw,25,Urgent,65146.37
Helical,Automotive,Steel,4.294366361227587,19,7280.201625631731,2191.769702103165,18.943510893151682,False,Ground,50,Normal,38723.56
Worm,Agricultural,Stainless Steel,1.0127950482789108,35,263.2094403280214,3046.223186458389,59.84218229888232,False,Polished,5,Normal,103997.69
Bevel,Aerospace,Cast Iron,6.214886404479348,38,837.5813263425296,3681.0450637751196,63.232052383740694,False,Raw,50,Normal,31975.99
Spur,Aerospace,Alloy Steel,8.342164681040249,192,1840.892076823437,840.9165303914467,48.495806494679115,False,Honed,100,Urgent,58049.42
Spur,Agricultural,Cast Iron,1.3279553749305468,62,1226.997030494294,1486.2713681087607,37.90120185641388,True,Honed,10,Normal,36427.27
Spur,Automotive,Cast Iron,1.031425827426732,167,1997.8970325212033,3218.8033710180443,86.85742647705686,False,Ground,5,Normal,29981.33
Worm,Industrial,Stainless Steel,7.550365658596642,198,6896.231875735891,2983.3592622994965,70.77617091653158,True,Honed,5,Urgent,151890.79
Helical,Marine,Cast Iron,7.154737525079499,80,565.27101787066,3710.556047212848,36.26097186997856,True,Ground,5,Urgent,38736.06
Spur,Industrial,Stainless Steel,4.652668948015188,36,474.86955985979915,3238.498639988872,59.715954454488624,True,Ground,25,Normal,56737.56
Worm,Marine,Alloy Steel,6.954443934588188,55,413.3558145871911,1717.7375972657956,24.139382382884836,False,Honed,1,Urgent,106050.52
Bevel,Marine,Steel,9.580474652779007,186,7006.72633361456,2546.2555678314093,2.1355266288629453,False,Honed,10,Urgent,62972.8
Helical,Automotive,Steel,3.2307651689977326,130,5407.741176712374,4435.234692127468,87.01588313003495,True,Polished,10,Urgent,74849.96
Bevel,Agricultural,Stainless Steel,3.2133393507842545,120,3765.399875521992,1011.8399289513799,82.07001375001968,False,Ground,50,Normal,84318.8
Worm,Industrial,Stainless Steel,2.676089842877925,131,6788.518290284359,1946.0494812682734,64.3009163950614,True,Polished,5,Normal,131606.85
Spur,Agricultural,Cast Iron,7.515880749763753,24,5580.682295256687,4224.471124059217,81.32004960324268,True,Polished,25,Urgent,35233.41
Spur,Aerospace,Cast Iron,4.1787031435420605,192,172.61492170302301,1884.551679941566,78.30143827735122,False,Raw,5,Normal,29068.47
Worm,Automotive,Steel,9.898238205884176,64,8401.642475124281,2119.903165168103,86.16536679106153,False,Honed,50,Normal,61520.43
Spur,Automotive,Steel,7.431840131114361,48,3566.8253935949137,1664.1919343395664,89.29453849691807,True,Honed,1,Normal,56232.45
Helical,Aerospace,Steel,4.306391979826461,126,4055.6565059669515,4507.675084939185,82.06152114675056,False,Honed,10,Urgent,56347.01
Worm,Industrial,Stainless Steel,2.342674306571183,51,7844.6705541052015,3350.372062085606,85.32312242497659,True,Polished,5,Normal,125793.66
Bevel,Aerospace,Alloy Steel,6.3282233487495,89,1952.1990757230672,1123.0167572057592,50.667883760127836,False,Raw,10,Normal,72206.99
Worm,Industrial,Alloy Steel,3.6541292778678294,106,199.7113689011189,3773.207626068957,71.09273620548299,False,Honed,50,Normal,86354.48
Helical,Marine,Stainless Steel,9.14958173166658,145,9097.499612826063,288.7264023027494,33.99141793380689,False,Honed,100,Normal,66515.23
Helical,Automotive,Cast Iron,4.972639598888272,36,5104.23472986454,2042.4016661671765,86.25205558695518,False,Raw,1,Urgent,42364.83
Worm,Industrial,Alloy Steel,3.633849680846988,114,3560.3185879871667,4557.871810003169,86.00047298652385,True,Ground,25,Urgent,97968.79
Worm,Agricultural,Cast Iron,6.296966331136127,57,8208.551238233453,3479.9487100481233,7.548105422152706,True,Raw,1,Urgent,61941.08
Spur,Agricultural,Steel,2.232770508739582,170,360.3196406327839,3986.1690920707115,35.354964887036736,True,Raw,100,Normal,36980.99
Helical,Automotive,Steel,6.0539416552259055,113,2102.679129272954,4663.444120575308,17.97303550786526,False,Honed,25,Normal,46849.07
Worm,Aerospace,Cast Iron,1.5050033066776618,102,1637.3518185013727,3895.302642445319,14.444193638454516,False,Ground,5,Normal,67745.35
Worm,Aerospace,Steel,6.461998135724868,105,7404.523774135093,534.0614867078718,42.07438460803927,True,Polished,100,Normal,62344.49
Helical,Industrial,Stainless Steel,5.77147459511286,79,3189.6588317613664,1230.1476148795716,62.940478319915556,True,Ground,1,Normal,76280.1
Worm,Aerospace,Cast Iron,5.686893839250745,50,7751.776780841264,2549.971799460801,35.028853431879185,True,Honed,5,Normal,82644.78
Spur,Automotive,Cast Iron,7.157479483520025,91,510.6167949821914,167.90316497079073,31.612281957163418,False,Ground,1,Urgent,46027.98
Helical,Industrial,Cast Iron,1.4001095298401622,175,6120.344220221568,3160.5276569948383,10.351301618436386,True,Honed,5,Urgent,46506.29
Spur,Marine,Alloy Steel,5.137583181672666,146,3250.385171298226,3320.4987677859544,38.9090591300584,True,Raw,50,Normal,40577.81
Spur,Aerospace,Cast Iron,4.996347967363371,96,1950.507359057229,3512.5974599157357,47.626792977933576,True,Raw,50,Urgent,41403.65
Spur,Aerospace,Cast Iron,5.138041976582493,77,8185.973424935812,2823.051513136373,40.471893156917865,False,Raw,25,Normal,24323.52
Spur,Industrial,Cast Iron,9.81901873958809,66,4181.276223606013,2316.6585954047073,68.32834792155239,False,Polished,1,Normal,38967.65
Helical,Agricultural,Alloy Steel,2.253506258298343,83,5759.133012380085,4292.186049347664,29.527654911518884,True,Raw,100,Normal,55272.13
Spur,Aerospace,Steel,7.213867813536333,53,427.5300534174668,3859.9303147026226,71.8882223983309,False,Ground,1,Urgent,58589.6
Spur,Automotive,Alloy Steel,4.617965236407008,166,7937.082721056459,3100.5562440890008,88.39416124838955,False,Raw,100,Normal,49729.36
Worm,Aerospace,Stainless Steel,5.605538718920623,141,2940.1372008333933,325.46709458967933,59.53278959848541,True,Honed,25,Normal,114369.89
Helical,Marine,Cast Iron,7.861545152705766,81,6964.720763938198,3500.2519811043853,39.47908806855008,False,Honed,100,Urgent,47677.92
Helical,Aerospace,Stainless Steel,2.416378983161329,143,7628.698389382334,2834.9888468705126,18.78959554331442,False,Ground,5,Normal,87042.06
Bevel,Agricultural,Alloy Steel,7.8722669137284305,32,1259.4509489811483,3498.0973097714364,93.30994898993445,True,Raw,1,Urgent,106688.23
Helical,Aerospace,Steel,1.6329770441599565,12,3029.4155833481846,1625.9079661873818,75.43370585744151,True,Raw,25,Urgent,56229.09
Helical,Industrial,Steel,5.349785600888497,177,7262.056811697494,3907.22876088654,25.397670363939678,True,Ground,25,Urgent,53136.72
Bevel,Aerospace,Cast Iron,7.6786377192962245,71,2398.5577197002954,2147.8925139776065,15.9128437787357,False,Polished,1,Normal,67079.29
Helical,Agricultural,Steel,2.732963098192295,87,8496.922125340017,4482.895538318825,5.881711076947347,True,Honed,10,Urgent,61085.91
Helical,Industrial,Alloy Steel,7.93824081431881,102,3188.5379557431834,609.6510265805554,19.86474477341282,True,Honed,100,Normal,67097.76
Helical,Automotive,Alloy Steel,2.501312562331689,153,4083.0690549091323,2474.291479259675,73.5051467971164,False,Raw,5,Urgent,53320.7
Helical,Industrial,Steel,8.193148812434092,99,1087.4591375652076,1108.1146108566436,63.32382558512309,False,Ground,10,Urgent,60260.72
